target name,accession,tlen,query name,accession,qlen,E-value,score,bias,#,of,c-Evalue,i-Evalue,score,bias,hmm from,hmm to,ali from,ali to,env from,env to,acc,description of target
zf-C2H2_11,PF16622.9,29,A0A7E6EZB9,-,558,2.4,8.1,82.6,11,15,0.11,87,3.1,0.4,5,23,369,387,366,389,0.89,zinc-finger C2H2-type
zf-C2H2_11,PF16622.9,29,A0A7E6EZB9,-,558,2.4,8.1,82.6,12,15,0.83,6.40E+02,0.3,0,7,15,399,407,393,416,0.84,zinc-finger C2H2-type
zf-C2H2_11,PF16622.9,29,A0A7E6EZB9,-,558,2.4,8.1,82.6,13,15,0.0009,0.69,9.8,0.8,5,26,478,499,475,500,0.95,zinc-finger C2H2-type
zf-C2H2_11,PF16622.9,29,A0A7E6EZB9,-,558,2.4,8.1,82.6,14,15,0.067,51,3.8,0.4,6,24,507,525,504,528,0.75,zinc-finger C2H2-type
zf-C2H2_11,PF16622.9,29,A0A7E6EZB9,-,558,2.4,8.1,82.6,15,15,0.0086,6.6,6.7,0.1,5,25,534,554,531,556,0.88,zinc-finger C2H2-type
DUF5830,PF19148.4,114,A0A7E6EZB9,-,558,3.6,7.8,40.8,1,12,0.85,6.50E+02,0.5,0.1,67,90,51,74,43,89,0.79,Family of unknown function (DUF5830)
DUF5830,PF19148.4,114,A0A7E6EZB9,-,558,3.6,7.8,40.8,2,12,2.6,2.00E+03,-1.1,0.1,74,88,86,100,78,111,0.83,Family of unknown function (DUF5830)
DUF5830,PF19148.4,114,A0A7E6EZB9,-,558,3.6,7.8,40.8,3,12,0.73,5.60E+02,0.7,0.3,67,89,107,129,98,134,0.78,Family of unknown function (DUF5830)
DUF5830,PF19148.4,114,A0A7E6EZB9,-,558,3.6,7.8,40.8,4,12,0.051,39,4.4,0.6,68,93,136,161,125,165,0.79,Family of unknown function (DUF5830)
DUF5830,PF19148.4,114,A0A7E6EZB9,-,558,3.6,7.8,40.8,5,12,0.0088,6.8,6.9,0.2,63,94,159,190,156,210,0.84,Family of unknown function (DUF5830)
DUF5830,PF19148.4,114,A0A7E6EZB9,-,558,3.6,7.8,40.8,6,12,4.9,3.70E+03,-1.9,0,63,89,215,241,204,251,0.79,Family of unknown function (DUF5830)
DUF5830,PF19148.4,114,A0A7E6EZB9,-,558,3.6,7.8,40.8,7,12,0.013,10,6.3,0.1,60,95,268,303,261,310,0.87,Family of unknown function (DUF5830)
DUF5830,PF19148.4,114,A0A7E6EZB9,-,558,3.6,7.8,40.8,8,12,0.18,1.40E+02,2.7,0,63,88,327,352,318,359,0.82,Family of unknown function (DUF5830)
DUF5830,PF19148.4,114,A0A7E6EZB9,-,558,3.6,7.8,40.8,9,12,0.047,36,4.5,0.4,64,104,356,399,350,409,0.72,Family of unknown function (DUF5830)
DUF5830,PF19148.4,114,A0A7E6EZB9,-,558,3.6,7.8,40.8,10,12,2,1.50E+03,-0.7,0,64,86,465,487,453,495,0.8,Family of unknown function (DUF5830)
DUF5830,PF19148.4,114,A0A7E6EZB9,-,558,3.6,7.8,40.8,11,12,0.19,1.50E+02,2.6,0.1,72,96,501,525,484,531,0.78,Family of unknown function (DUF5830)
DUF5830,PF19148.4,114,A0A7E6EZB9,-,558,3.6,7.8,40.8,12,12,0.057,44,4.3,0,59,87,516,544,512,550,0.87,Family of unknown function (DUF5830)
zinc-ribbons_6,PF07191.16,67,A0A7E6EZB9,-,558,4.1,7.7,72.4,1,9,8.2,6.30E+03,-2.5,0,11,22,27,38,21,44,0.71,zinc-ribbons
zinc-ribbons_6,PF07191.16,67,A0A7E6EZB9,-,558,4.1,7.7,72.4,2,9,0.14,1.00E+02,3.2,0.1,10,29,166,185,160,188,0.78,zinc-ribbons
zinc-ribbons_6,PF07191.16,67,A0A7E6EZB9,-,558,4.1,7.7,72.4,3,9,1.3,1.00E+03,0,8.2,3,28,175,212,173,272,0.66,zinc-ribbons
zinc-ribbons_6,PF07191.16,67,A0A7E6EZB9,-,558,4.1,7.7,72.4,4,9,0.034,26,5.1,1.3,2,30,258,298,257,308,0.74,zinc-ribbons
zinc-ribbons_6,PF07191.16,67,A0A7E6EZB9,-,558,4.1,7.7,72.4,5,9,0.71,5.50E+02,0.9,0.1,10,28,334,352,330,357,0.78,zinc-ribbons
zinc-ribbons_6,PF07191.16,67,A0A7E6EZB9,-,558,4.1,7.7,72.4,6,9,0.11,88,3.4,3.3,9,29,361,381,341,405,0.71,zinc-ribbons
zinc-ribbons_6,PF07191.16,67,A0A7E6EZB9,-,558,4.1,7.7,72.4,7,9,7.6,5.80E+03,-2.4,7.4,6,47,440,485,384,495,0.64,zinc-ribbons
zinc-ribbons_6,PF07191.16,67,A0A7E6EZB9,-,558,4.1,7.7,72.4,8,9,0.025,20,5.5,1.9,2,29,479,518,478,522,0.79,zinc-ribbons
zinc-ribbons_6,PF07191.16,67,A0A7E6EZB9,-,558,4.1,7.7,72.4,9,9,0.063,49,4.2,1.9,3,29,508,546,507,549,0.78,zinc-ribbons
FYVE,PF01363.25,68,A0A7E6EZB9,-,558,4.5,7.6,89,1,8,4.2,3.20E+03,-1.5,0.1,43,63,19,39,12,44,0.69,FYVE zinc finger
FYVE,PF01363.25,68,A0A7E6EZB9,-,558,4.5,7.6,89,2,8,1.4,1.10E+03,0,15.8,7,65,58,125,52,128,0.67,FYVE zinc finger
FYVE,PF01363.25,68,A0A7E6EZB9,-,558,4.5,7.6,89,3,8,0.038,29,5,5.9,6,63,169,235,164,240,0.66,FYVE zinc finger
FYVE,PF01363.25,68,A0A7E6EZB9,-,558,4.5,7.6,89,4,8,0.032,25,5.3,3,10,37,229,268,220,279,0.73,FYVE zinc finger
FYVE,PF01363.25,68,A0A7E6EZB9,-,558,4.5,7.6,89,5,8,0.015,11,6.4,0.8,23,40,282,306,273,323,0.73,FYVE zinc finger
FYVE,PF01363.25,68,A0A7E6EZB9,-,558,4.5,7.6,89,6,8,0.0011,0.83,10,6.7,7,66,338,406,332,436,0.69,FYVE zinc finger
FYVE,PF01363.25,68,A0A7E6EZB9,-,558,4.5,7.6,89,7,8,0.054,41,4.5,7.7,22,64,474,513,441,529,0.58,FYVE zinc finger
FYVE,PF01363.25,68,A0A7E6EZB9,-,558,4.5,7.6,89,8,8,0.035,27,5.1,4.2,9,38,505,546,497,556,0.62,FYVE zinc finger
DUF5810,PF19126.4,66,A0A7E6EZB9,-,558,8.5,6.8,44.9,1,16,0.069,53,4.3,0,3,25,33,55,32,58,0.9,Family of unknown function (DUF5810)
DUF5810,PF19126.4,66,A0A7E6EZB9,-,558,8.5,6.8,44.9,2,16,0.09,69,3.9,0.3,3,21,61,79,60,83,0.93,Family of unknown function (DUF5810)
DUF5810,PF19126.4,66,A0A7E6EZB9,-,558,8.5,6.8,44.9,3,16,0.22,1.70E+02,2.6,0.2,3,21,89,107,88,114,0.92,Family of unknown function (DUF5810)
DUF5810,PF19126.4,66,A0A7E6EZB9,-,558,8.5,6.8,44.9,4,16,0.62,4.80E+02,1.2,0.3,4,22,118,136,117,140,0.89,Family of unknown function (DUF5810)
DUF5810,PF19126.4,66,A0A7E6EZB9,-,558,8.5,6.8,44.9,5,16,1.3,9.70E+02,0.2,0,2,21,144,163,143,166,0.85,Family of unknown function (DUF5810)
DUF5810,PF19126.4,66,A0A7E6EZB9,-,558,8.5,6.8,44.9,6,16,0.36,2.80E+02,1.9,0.1,3,21,173,191,172,195,0.89,Family of unknown function (DUF5810)
DUF5810,PF19126.4,66,A0A7E6EZB9,-,558,8.5,6.8,44.9,7,16,1.8,1.40E+03,-0.3,0,3,21,201,219,200,222,0.87,Family of unknown function (DUF5810)
DUF5810,PF19126.4,66,A0A7E6EZB9,-,558,8.5,6.8,44.9,8,16,0.12,91,3.5,0.1,3,21,229,247,228,251,0.94,Family of unknown function (DUF5810)
DUF5810,PF19126.4,66,A0A7E6EZB9,-,558,8.5,6.8,44.9,9,16,2.3,1.70E+03,-0.6,0,3,15,257,269,256,276,0.75,Family of unknown function (DUF5810)
DUF5810,PF19126.4,66,A0A7E6EZB9,-,558,8.5,6.8,44.9,10,16,0.62,4.80E+02,1.2,0.4,3,21,285,303,284,308,0.89,Family of unknown function (DUF5810)
DUF5810,PF19126.4,66,A0A7E6EZB9,-,558,8.5,6.8,44.9,11,16,1.7,1.30E+03,-0.2,0,2,21,340,359,339,362,0.87,Family of unknown function (DUF5810)
DUF5810,PF19126.4,66,A0A7E6EZB9,-,558,8.5,6.8,44.9,12,16,2.2,1.70E+03,-0.6,0,3,21,369,387,368,389,0.86,Family of unknown function (DUF5810)
DUF5810,PF19126.4,66,A0A7E6EZB9,-,558,8.5,6.8,44.9,13,16,0.91,7.00E+02,0.7,0,3,27,397,421,396,426,0.9,Family of unknown function (DUF5810)
DUF5810,PF19126.4,66,A0A7E6EZB9,-,558,8.5,6.8,44.9,14,16,5.5,4.20E+03,-1.8,0,4,21,479,496,478,499,0.88,Family of unknown function (DUF5810)
DUF5810,PF19126.4,66,A0A7E6EZB9,-,558,8.5,6.8,44.9,15,16,0.41,3.20E+02,1.8,0.1,3,21,506,524,505,528,0.9,Family of unknown function (DUF5810)
DUF5810,PF19126.4,66,A0A7E6EZB9,-,558,8.5,6.8,44.9,16,16,0.43,3.30E+02,1.7,0.1,3,21,534,552,533,557,0.91,Family of unknown function (DUF5810)
BRCA2,PF00634.22,29,A0A7E6EZD4,-,3187,5.00E-59,195.3,53.9,1,14,0.00031,0.92,9.2,0.1,11,29,1006,1024,1005,1024,0.9,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZD4,-,3187,5.00E-59,195.3,53.9,2,14,5.20E-06,0.016,14.9,0.2,4,26,1026,1048,1025,1049,0.95,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZD4,-,3187,5.00E-59,195.3,53.9,3,14,2.60E-06,0.0078,15.9,0,4,29,1061,1086,1060,1086,0.97,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZD4,-,3187,5.00E-59,195.3,53.9,4,14,0.0026,7.6,6.3,0,4,29,1096,1121,1093,1121,0.91,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZD4,-,3187,5.00E-59,195.3,53.9,5,14,0.00019,0.56,9.9,0.1,2,26,1129,1153,1128,1156,0.9,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZD4,-,3187,5.00E-59,195.3,53.9,6,14,1.70E-06,0.005,16.5,0.1,2,27,1164,1189,1163,1191,0.92,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZD4,-,3187,5.00E-59,195.3,53.9,7,14,1.80E-05,0.054,13.2,0.3,2,22,1199,1219,1198,1224,0.91,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZD4,-,3187,5.00E-59,195.3,53.9,8,14,2.90E-07,0.00087,18.9,0.3,4,27,1236,1259,1235,1259,0.96,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZD4,-,3187,5.00E-59,195.3,53.9,9,14,8.90E-07,0.0027,17.3,0.1,4,27,1271,1294,1270,1296,0.93,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZD4,-,3187,5.00E-59,195.3,53.9,10,14,0.00072,2.1,8.1,0,2,24,1304,1326,1303,1329,0.9,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZD4,-,3187,5.00E-59,195.3,53.9,11,14,6.40E-07,0.0019,17.8,0.2,4,29,1341,1366,1340,1366,0.96,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZD4,-,3187,5.00E-59,195.3,53.9,12,14,9.80E-09,2.90E-05,23.6,0,2,26,1374,1398,1373,1400,0.92,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZD4,-,3187,5.00E-59,195.3,53.9,13,14,4.10E-09,1.20E-05,24.8,0.5,2,29,1965,1992,1965,1992,0.96,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZD4,-,3187,5.00E-59,195.3,53.9,14,14,3.00E-10,8.90E-07,28.4,0.5,2,28,2004,2030,2004,2031,0.94,BRCA2 repeat
BRCA-2_helical,PF09169.14,187,A0A7E6EZD4,-,3187,3.30E-54,183.5,1.4,1,2,0.65,1.90E+03,-1.6,0.3,2,21,1459,1478,1458,1495,0.7,"BRCA2, helical"
BRCA-2_helical,PF09169.14,187,A0A7E6EZD4,-,3187,3.30E-54,183.5,1.4,2,2,4.10E-57,1.20E-53,181.7,0,3,187,2412,2592,2410,2592,0.96,"BRCA2, helical"
BRCA-2_OB1,PF09103.14,123,A0A7E6EZD4,-,3187,2.30E-40,137.5,0.6,1,2,5.2,1.50E+04,-4,0,74,96,1381,1403,1377,1408,0.82,"BRCA2, oligonucleotide/oligosaccharide-binding, domain 1"
BRCA-2_OB1,PF09103.14,123,A0A7E6EZD4,-,3187,2.30E-40,137.5,0.6,2,2,7.20E-43,2.10E-39,134.4,0.3,1,123,2595,2715,2595,2715,0.95,"BRCA2, oligonucleotide/oligosaccharide-binding, domain 1"
BRCA-2_OB3,PF09104.14,139,A0A7E6EZD4,-,3187,1.50E-12,47.6,0.8,1,2,3.3,9.90E+03,-3.7,0.1,62,127,1763,1782,1734,1836,0.63,"BRCA2, oligonucleotide/oligosaccharide-binding, domain 3"
BRCA-2_OB3,PF09104.14,139,A0A7E6EZD4,-,3187,1.50E-12,47.6,0.8,2,2,2.20E-15,6.40E-12,45.5,0.1,17,135,2987,3109,2971,3113,0.88,"BRCA2, oligonucleotide/oligosaccharide-binding, domain 3"
BRCA2DBD_OB2,PF21318.1,66,A0A7E6EZD4,-,3187,1.60E-10,40.8,0,1,1,2.00E-13,6.00E-10,39,0,2,65,2885,2953,2884,2954,0.79,"BRCA2, OB2"
Tower,PF09121.14,42,A0A7E6EZD4,-,3187,7.90E-05,22.9,3.2,1,1,1.20E-07,0.00036,20.8,3.2,1,41,2750,2790,2750,2791,0.98,Tower
VPS11_C,PF12451.12,45,A0A7E6EZD4,-,3187,0.33,11.3,1.5,1,3,0.019,56,4.2,0,18,37,1634,1654,1632,1654,0.88,Vacuolar protein sorting protein 11 C terminal
VPS11_C,PF12451.12,45,A0A7E6EZD4,-,3187,0.33,11.3,1.5,2,3,3,8.90E+03,-2.8,0,4,28,1727,1750,1725,1761,0.71,Vacuolar protein sorting protein 11 C terminal
VPS11_C,PF12451.12,45,A0A7E6EZD4,-,3187,0.33,11.3,1.5,3,3,0.025,75,3.8,0.2,7,30,1773,1798,1771,1799,0.84,Vacuolar protein sorting protein 11 C terminal
BRCA-2_helical,PF09169.14,187,A0A7E6EZE4,-,3117,3.40E-54,183.5,1.4,1,2,0.82,1.90E+03,-1.6,0.3,2,21,1389,1408,1388,1425,0.7,"BRCA2, helical"
BRCA-2_helical,PF09169.14,187,A0A7E6EZE4,-,3117,3.40E-54,183.5,1.4,2,2,5.20E-57,1.20E-53,181.7,0,3,187,2342,2522,2340,2522,0.96,"BRCA2, helical"
BRCA2,PF00634.22,29,A0A7E6EZE4,-,3117,1.60E-51,171.3,44.8,1,12,0.00039,0.9,9.3,0.1,11,29,1006,1024,1005,1024,0.9,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZE4,-,3117,1.60E-51,171.3,44.8,2,12,6.60E-06,0.015,14.9,0.2,4,26,1026,1048,1025,1049,0.95,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZE4,-,3117,1.60E-51,171.3,44.8,3,12,3.30E-06,0.0076,15.9,0,4,29,1061,1086,1060,1086,0.97,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZE4,-,3117,1.60E-51,171.3,44.8,4,12,0.0032,7.4,6.3,0,4,29,1096,1121,1093,1121,0.91,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZE4,-,3117,1.60E-51,171.3,44.8,5,12,0.00023,0.54,10,0.1,2,26,1129,1153,1128,1156,0.9,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZE4,-,3117,1.60E-51,171.3,44.8,6,12,2.10E-06,0.0049,16.5,0.1,2,27,1164,1189,1163,1191,0.92,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZE4,-,3117,1.60E-51,171.3,44.8,7,12,2.40E-07,0.00056,19.5,0.4,2,27,1199,1224,1198,1226,0.9,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZE4,-,3117,1.60E-51,171.3,44.8,8,12,0.00091,2.1,8.1,0,2,24,1234,1256,1233,1259,0.9,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZE4,-,3117,1.60E-51,171.3,44.8,9,12,8.00E-07,0.0019,17.8,0.2,4,29,1271,1296,1270,1296,0.96,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZE4,-,3117,1.60E-51,171.3,44.8,10,12,1.20E-08,2.80E-05,23.6,0,2,26,1304,1328,1303,1330,0.92,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZE4,-,3117,1.60E-51,171.3,44.8,11,12,5.20E-09,1.20E-05,24.8,0.5,2,29,1895,1922,1895,1922,0.96,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZE4,-,3117,1.60E-51,171.3,44.8,12,12,3.80E-10,8.70E-07,28.5,0.5,2,28,1934,1960,1934,1961,0.94,BRCA2 repeat
BRCA-2_OB1,PF09103.14,123,A0A7E6EZE4,-,3117,2.80E-40,137.2,0.6,1,2,6.5,1.50E+04,-4,0,74,96,1311,1333,1307,1338,0.82,"BRCA2, oligonucleotide/oligosaccharide-binding, domain 1"
BRCA-2_OB1,PF09103.14,123,A0A7E6EZE4,-,3117,2.80E-40,137.2,0.6,2,2,9.00E-43,2.10E-39,134.4,0.3,1,123,2525,2645,2525,2645,0.95,"BRCA2, oligonucleotide/oligosaccharide-binding, domain 1"
BRCA-2_OB3,PF09104.14,139,A0A7E6EZE4,-,3117,1.40E-12,47.6,0.8,1,2,4.1,9.50E+03,-3.6,0.1,62,126,1693,1711,1663,1766,0.63,"BRCA2, oligonucleotide/oligosaccharide-binding, domain 3"
BRCA-2_OB3,PF09104.14,139,A0A7E6EZE4,-,3117,1.40E-12,47.6,0.8,2,2,2.70E-15,6.30E-12,45.5,0.1,17,135,2917,3039,2901,3043,0.88,"BRCA2, oligonucleotide/oligosaccharide-binding, domain 3"
BRCA2DBD_OB2,PF21318.1,66,A0A7E6EZE4,-,3117,1.60E-10,40.8,0,1,1,2.50E-13,5.90E-10,39,0,2,65,2815,2883,2814,2884,0.79,"BRCA2, OB2"
Tower,PF09121.14,42,A0A7E6EZE4,-,3117,8.10E-05,22.8,3.2,1,1,1.50E-07,0.00035,20.8,3.2,1,41,2680,2720,2680,2721,0.98,Tower
VPS11_C,PF12451.12,45,A0A7E6EZE4,-,3117,0.31,11.4,1.5,1,3,0.024,54,4.3,0,18,37,1564,1584,1562,1584,0.88,Vacuolar protein sorting protein 11 C terminal
VPS11_C,PF12451.12,45,A0A7E6EZE4,-,3117,0.31,11.4,1.5,2,3,3.8,8.70E+03,-2.8,0,4,28,1657,1680,1655,1691,0.71,Vacuolar protein sorting protein 11 C terminal
VPS11_C,PF12451.12,45,A0A7E6EZE4,-,3117,0.31,11.4,1.5,3,3,0.032,74,3.8,0.2,7,30,1703,1728,1701,1729,0.84,Vacuolar protein sorting protein 11 C terminal
SprT-like,PF10263.13,108,A0A7E6EZE4,-,3117,0.65,10.1,3.9,1,3,4.9,1.10E+04,-3.6,0,15,44,745,774,737,786,0.74,SprT-like family
SprT-like,PF10263.13,108,A0A7E6EZE4,-,3117,0.65,10.1,3.9,2,3,3.6,8.40E+03,-3.1,0.1,17,56,1254,1290,1243,1297,0.72,SprT-like family
SprT-like,PF10263.13,108,A0A7E6EZE4,-,3117,0.65,10.1,3.9,3,3,0.00032,0.75,9.9,0.2,30,77,1938,1985,1910,1998,0.74,SprT-like family
Gp_dh_N,PF00044.28,101,A0A7E6EZE4,-,3117,4,8,7.2,1,4,1.8,4.20E+03,-1.7,0.1,44,72,1086,1114,1068,1152,0.62,"Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain"
Gp_dh_N,PF00044.28,101,A0A7E6EZE4,-,3117,4,8,7.2,2,4,0.0085,20,5.8,0.3,28,74,1175,1221,1165,1230,0.87,"Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain"
Gp_dh_N,PF00044.28,101,A0A7E6EZE4,-,3117,4,8,7.2,3,4,0.29,6.80E+02,0.8,0.1,35,74,1251,1291,1237,1298,0.8,"Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain"
Gp_dh_N,PF00044.28,101,A0A7E6EZE4,-,3117,4,8,7.2,4,4,0.12,2.70E+02,2.1,0.1,28,71,1280,1323,1272,1334,0.83,"Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain"
BRCA-2_helical,PF09169.14,187,A0A7E6EZF0,-,3047,3.30E-54,183.5,1.4,1,2,0.89,1.90E+03,-1.5,0.3,2,21,1319,1338,1318,1355,0.7,"BRCA2, helical"
BRCA-2_helical,PF09169.14,187,A0A7E6EZF0,-,3047,3.30E-54,183.5,1.4,2,2,5.60E-57,1.20E-53,181.7,0,3,187,2272,2452,2270,2452,0.96,"BRCA2, helical"
BRCA2,PF00634.22,29,A0A7E6EZF0,-,3047,9.00E-43,143.4,37,1,10,0.00042,0.88,9.3,0.1,11,29,1006,1024,1005,1024,0.9,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZF0,-,3047,9.00E-43,143.4,37,2,10,7.10E-06,0.015,15,0.2,4,26,1026,1048,1025,1049,0.95,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZF0,-,3047,9.00E-43,143.4,37,3,10,3.60E-06,0.0074,15.9,0,4,29,1061,1086,1060,1086,0.97,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZF0,-,3047,9.00E-43,143.4,37,4,10,0.0035,7.3,6.4,0,4,29,1096,1121,1093,1121,0.91,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZF0,-,3047,9.00E-43,143.4,37,5,10,0.00025,0.53,10,0.1,2,26,1129,1153,1128,1156,0.9,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZF0,-,3047,9.00E-43,143.4,37,6,10,2.30E-06,0.0048,16.5,0.1,2,27,1164,1189,1163,1191,0.92,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZF0,-,3047,9.00E-43,143.4,37,7,10,2.60E-07,0.00055,19.5,0.4,2,27,1199,1224,1198,1226,0.9,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZF0,-,3047,9.00E-43,143.4,37,8,10,1.80E-06,0.0038,16.9,0,2,26,1234,1258,1233,1260,0.9,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZF0,-,3047,9.00E-43,143.4,37,9,10,5.60E-09,1.20E-05,24.9,0.5,2,29,1825,1852,1825,1852,0.96,BRCA2 repeat
BRCA2,PF00634.22,29,A0A7E6EZF0,-,3047,9.00E-43,143.4,37,10,10,4.10E-10,8.50E-07,28.5,0.5,2,28,1864,1890,1864,1891,0.94,BRCA2 repeat
BRCA-2_OB1,PF09103.14,123,A0A7E6EZF0,-,3047,4.30E-40,136.6,1.1,1,2,9.1,1.90E+04,-4.3,0,75,96,1242,1263,1240,1268,0.81,"BRCA2, oligonucleotide/oligosaccharide-binding, domain 1"
BRCA-2_OB1,PF09103.14,123,A0A7E6EZF0,-,3047,4.30E-40,136.6,1.1,2,2,9.80E-43,2.00E-39,134.4,0.3,1,123,2455,2575,2455,2575,0.95,"BRCA2, oligonucleotide/oligosaccharide-binding, domain 1"
BRCA-2_OB3,PF09104.14,139,A0A7E6EZF0,-,3047,1.50E-12,47.6,0.9,1,2,4.3,9.00E+03,-3.6,0.1,62,81,1623,1641,1593,1697,0.62,"BRCA2, oligonucleotide/oligosaccharide-binding, domain 3"
BRCA-2_OB3,PF09104.14,139,A0A7E6EZF0,-,3047,1.50E-12,47.6,0.9,2,2,2.90E-15,6.10E-12,45.6,0.1,17,135,2847,2969,2831,2973,0.88,"BRCA2, oligonucleotide/oligosaccharide-binding, domain 3"
BRCA2DBD_OB2,PF21318.1,66,A0A7E6EZF0,-,3047,1.50E-10,40.8,0,1,1,2.70E-13,5.70E-10,39,0,2,65,2745,2813,2744,2814,0.79,"BRCA2, OB2"
Tower,PF09121.14,42,A0A7E6EZF0,-,3047,7.90E-05,22.9,3.2,1,1,1.70E-07,0.00035,20.8,3.2,1,41,2610,2650,2610,2651,0.98,Tower
SprT-like,PF10263.13,108,A0A7E6EZF0,-,3047,0.097,12.7,0.7,1,2,5.3,1.10E+04,-3.5,0,15,44,745,774,737,786,0.74,SprT-like family
SprT-like,PF10263.13,108,A0A7E6EZF0,-,3047,0.097,12.7,0.7,2,2,0.00035,0.73,9.9,0.2,30,77,1868,1915,1840,1928,0.74,SprT-like family
VPS11_C,PF12451.12,45,A0A7E6EZF0,-,3047,0.31,11.5,1.5,1,3,0.026,53,4.3,0,18,37,1494,1514,1492,1514,0.88,Vacuolar protein sorting protein 11 C terminal
VPS11_C,PF12451.12,45,A0A7E6EZF0,-,3047,0.31,11.5,1.5,2,3,4.1,8.50E+03,-2.8,0,4,28,1587,1610,1585,1621,0.71,Vacuolar protein sorting protein 11 C terminal
VPS11_C,PF12451.12,45,A0A7E6EZF0,-,3047,0.31,11.5,1.5,3,3,0.035,72,3.9,0.2,7,30,1633,1658,1631,1659,0.84,Vacuolar protein sorting protein 11 C terminal
SNRNP27,PF08648.16,56,A0A7E6EZF0,-,3047,1.9,8.8,15.4,1,5,0.31,6.50E+02,0.7,0.1,12,28,1129,1145,1128,1153,0.82,U4/U6.U5 small nuclear ribonucleoproteins
SNRNP27,PF08648.16,56,A0A7E6EZF0,-,3047,1.9,8.8,15.4,2,5,0.068,1.40E+02,2.8,0.1,12,30,1164,1182,1163,1188,0.85,U4/U6.U5 small nuclear ribonucleoproteins
SNRNP27,PF08648.16,56,A0A7E6EZF0,-,3047,1.9,8.8,15.4,3,5,0.0082,17,5.8,0.4,12,33,1199,1220,1198,1225,0.86,U4/U6.U5 small nuclear ribonucleoproteins
SNRNP27,PF08648.16,56,A0A7E6EZF0,-,3047,1.9,8.8,15.4,4,5,0.096,2.00E+02,2.4,0.1,12,30,1234,1252,1233,1258,0.84,U4/U6.U5 small nuclear ribonucleoproteins
SNRNP27,PF08648.16,56,A0A7E6EZF0,-,3047,1.9,8.8,15.4,5,5,0.26,5.40E+02,1,0.2,12,32,1269,1289,1268,1300,0.82,U4/U6.U5 small nuclear ribonucleoproteins
Cytochrom_C550,PF14495.10,136,A0A7E6EZF0,-,3047,4.9,7.1,13.1,1,5,1.3,2.80E+03,-1.9,0,15,63,1031,1081,1012,1096,0.74,Cytochrome c-550 domain
Cytochrom_C550,PF14495.10,136,A0A7E6EZF0,-,3047,4.9,7.1,13.1,2,5,0.027,56,3.6,0.3,14,74,1100,1162,1084,1208,0.76,Cytochrome c-550 domain
Cytochrom_C550,PF14495.10,136,A0A7E6EZF0,-,3047,4.9,7.1,13.1,3,5,0.94,1.90E+03,-1.4,0,13,63,1204,1256,1190,1267,0.81,Cytochrome c-550 domain
Cytochrom_C550,PF14495.10,136,A0A7E6EZF0,-,3047,4.9,7.1,13.1,4,5,0.0031,6.4,6.7,1,14,39,1831,1856,1819,1887,0.7,Cytochrome c-550 domain
Cytochrom_C550,PF14495.10,136,A0A7E6EZF0,-,3047,4.9,7.1,13.1,5,5,0.17,3.60E+02,1,0,63,116,2466,2519,2454,2524,0.86,Cytochrome c-550 domain
zf-H2C2_2,PF13465.10,26,A0A7E6EZT9,-,394,2.20E-64,210.2,79,1,12,0.0092,9.6,7,0.2,14,25,29,40,25,41,0.81,Zinc-finger double domain
