qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
comp153252_c0_seq1,tr|A0A0L8HRM6|A0A0L8HRM6_OCTBM,100.0,596,0,0,213,2000,1,596,0.0,"1109
"
comp106897_c0_seq1,tr|A0A0L8GLX2|A0A0L8GLX2_OCTBM,96.747,1568,45,2,117,4817,1,1563,0.0,"3139
"
comp106897_c0_seq1,tr|A0A0L8HHP9|A0A0L8HHP9_OCTBM,100.0,91,0,0,5487,5215,1,91,3.47e-50,"172
"
comp65366_c0_seq2,tr|A0A0L8GNC2|A0A0L8GNC2_OCTBM,100.0,827,0,0,1701,4181,1,827,0.0,"1693
"
comp133810_c0_seq2,tr|A0A0L8G401|A0A0L8G401_OCTBM,100.0,252,0,0,208,963,1,252,0.0,"514
"
comp141604_c0_seq3,tr|A0A0L8FKY1|A0A0L8FKY1_OCTBM,100.0,134,0,0,202,603,1,134,7.27e-95,"278
"
comp159279_c0_seq1,tr|A0A0L8GDK4|A0A0L8GDK4_OCTBM,99.891,914,1,0,642,3383,1,914,0.0,"1877
"
comp159279_c0_seq1,tr|A0A0L8FNQ2|A0A0L8FNQ2_OCTBM,100.0,57,0,0,420,590,1,57,2.11e-34,"125
"
comp3183165_c0_seq1,tr|A0A0L8FUZ1|A0A0L8FUZ1_OCTBM,100.0,43,0,0,319,447,1,43,2.41e-25,"94.4
"
comp151359_c0_seq3,tr|A0A0L8GYP2|A0A0L8GYP2_OCTBM,95.161,992,1,1,29,3004,1,945,0.0,"1790
"
comp127349_c0_seq1,tr|A0A0L8G7T0|A0A0L8G7T0_OCTBM,100.0,784,0,0,66,2417,1,784,0.0,"1494
"
comp141067_c0_seq1,tr|A0A0L8HGK4|A0A0L8HGK4_OCTBM,100.0,713,0,0,44,2182,1,713,0.0,"1372
"
comp156592_c0_seq1,tr|A0A0L8GV14|A0A0L8GV14_OCTBM,97.209,215,6,0,987,1631,11,225,4.31e-146,"441
"
comp156695_c0_seq2,tr|A0A0L8I7M9|A0A0L8I7M9_OCTBM,100.0,171,0,0,372,884,1,171,2.12e-90,"274
"
comp82442_c1_seq1,tr|A0A0L8GTE8|A0A0L8GTE8_OCTBM,100.0,273,0,0,770,1588,1,273,0.0,"541
"
comp2230530_c0_seq1,tr|A0A0L8H6K3|A0A0L8H6K3_OCTBM,100.0,177,0,0,53,583,2,178,1.03e-127,"365
"
comp157848_c0_seq2,tr|A0A0L8HD76|A0A0L8HD76_OCTBM,100.0,333,0,0,562,1560,1,333,0.0,"637
"
comp145385_c0_seq3,tr|A0A0L8HF98|A0A0L8HF98_OCTBM,100.0,87,0,0,25,285,361,447,6.92e-56,"179
"
comp161234_c1_seq1,tr|A0A0L8GPD8|A0A0L8GPD8_OCTBM,100.0,137,0,0,910,1320,1,137,3.71e-86,"265
"
comp164050_c2_seq3,tr|A0A0L8HFX5|A0A0L8HFX5_OCTBM,100.0,217,0,0,3259,3909,28,244,6.43e-125,"387
"
comp164050_c2_seq3,tr|A0A0L8HFX5|A0A0L8HFX5_OCTBM,100.0,27,0,0,2627,2707,1,27,3.11e-08,"55.8
"
comp163176_c0_seq4,tr|A0A0L8HVD1|A0A0L8HVD1_OCTBM,100.0,3206,0,0,124,9741,1,3206,0.0,"6316
"
comp163176_c0_seq4,tr|A0A0L8HZF6|A0A0L8HZF6_OCTBM,100.0,394,0,0,14628,13447,1,394,0.0,"745
"
comp163176_c0_seq4,tr|A0A0L8GTR9|A0A0L8GTR9_OCTBM,99.749,399,1,0,10540,11736,1,399,0.0,"721
"
comp163468_c0_seq2,tr|A0A0L8GYL5|A0A0L8GYL5_OCTBM,100.0,574,0,0,1100,2821,1,574,0.0,"1191
"
comp162395_c0_seq1,tr|A0A0L8I7R0|A0A0L8I7R0_OCTBM,96.774,31,1,0,363,455,1,31,7.85e-13,"62.0
"
comp129947_c0_seq1,tr|A0A0L8G6E1|A0A0L8G6E1_OCTBM,99.298,285,2,0,383,1237,19,303,0.0,"595
"
comp130303_c0_seq1,tr|A0A0L8G2H9|A0A0L8G2H9_OCTBM,100.0,418,0,0,1114,2367,1,418,0.0,"623
"
comp151993_c1_seq6,tr|A0A0L8FXE8|A0A0L8FXE8_OCTBM,100.0,219,0,0,237,893,1,219,3.14e-141,"417
"
comp151993_c1_seq6,tr|A0A0L8GJ47|A0A0L8GJ47_OCTBM,100.0,44,0,0,946,1077,19,62,1.07e-23,"93.6
"
comp163700_c0_seq2,tr|A0A0L8HTJ9|A0A0L8HTJ9_OCTBM,99.806,516,1,0,1576,3123,1,516,0.0,"947
"
comp78947_c0_seq1,tr|A0A0L8HXB3|A0A0L8HXB3_OCTBM,100.0,53,0,0,206,364,16,68,7.28e-30,"111
"
comp102816_c0_seq1,tr|A0A0L8GN67|A0A0L8GN67_OCTBM,100.0,617,0,0,545,2395,1,617,0.0,"1197
"
comp142607_c0_seq1,tr|A0A0L8GI65|A0A0L8GI65_OCTBM,100.0,347,0,0,143,1183,1,347,0.0,"721
"
comp141270_c0_seq2,tr|A0A0L8GUU3|A0A0L8GUU3_OCTBM,100.0,142,0,0,383,808,1,142,5.66e-99,"290
"
comp149231_c0_seq2,tr|A0A0L8FRD3|A0A0L8FRD3_OCTBM,96.241,133,5,0,496,894,15,147,1.98e-92,"275
"
comp149231_c0_seq2,tr|A0A0L8FRD3|A0A0L8FRD3_OCTBM,100.0,24,0,0,923,994,124,147,5.81e-09,"54.3
"
comp149231_c0_seq2,tr|A0A0L8FRD9|A0A0L8FRD9_OCTBM,100.0,49,0,0,292,438,14,62,1.19e-13,"65.1
"
comp166535_c0_seq1,tr|A0A0L8FKQ8|A0A0L8FKQ8_OCTBM,100.0,582,0,0,148,1893,1,582,0.0,"1137
"
comp166535_c0_seq1,tr|A0A0L8FTB3|A0A0L8FTB3_OCTBM,100.0,104,0,0,2515,2204,202,305,2.92e-45,"164
"
comp163112_c0_seq7,tr|A0A0L8HHU7|A0A0L8HHU7_OCTBM,100.0,130,0,0,3271,3660,1,130,1.29e-86,"278
"
comp164160_c0_seq4,tr|A0A0L8HLW3|A0A0L8HLW3_OCTBM,99.13,115,1,0,815,1159,2,116,6.41e-80,"241
"
comp164160_c0_seq4,tr|A0A0L8HLI8|A0A0L8HLI8_OCTBM,96.97,33,1,0,1272,1174,57,89,1.24e-12,"65.9
"
comp154711_c1_seq2,tr|A0A0L8FTV7|A0A0L8FTV7_OCTBM,99.831,1180,2,0,697,4236,1,1180,0.0,"2341
"
comp121837_c0_seq1,tr|A0A0L8H9M9|A0A0L8H9M9_OCTBM,99.412,170,1,0,150,659,31,200,8.81e-115,"335
"
comp121837_c0_seq1,tr|A0A0L8H9N7|A0A0L8H9N7_OCTBM,100.0,154,0,0,654,1115,1,154,7.24e-97,"286
"
comp130519_c0_seq2,tr|A0A0L8G2P0|A0A0L8G2P0_OCTBM,100.0,153,0,0,203,661,1,153,8.55e-89,"286
"
comp164529_c2_seq1,tr|A0A0L8FKF8|A0A0L8FKF8_OCTBM,99.371,159,1,0,140,616,1,159,9.16e-112,"322
"
comp133495_c0_seq1,tr|A0A0L8G4S1|A0A0L8G4S1_OCTBM,100.0,290,0,0,1821,2690,1,290,0.0,"602
"
comp133495_c0_seq1,tr|A0A0L8G460|A0A0L8G460_OCTBM,99.738,382,1,0,474,1619,1,382,7.9e-180,"526
"
comp164566_c0_seq15,tr|A0A0L8I8Z8|A0A0L8I8Z8_OCTBM,100.0,548,0,0,1125,2768,1,548,0.0,"892
"
comp164566_c0_seq15,tr|A0A0L8I947|A0A0L8I947_OCTBM,100.0,62,0,0,2985,3170,1,62,2.22e-37,"134
"
comp165768_c0_seq3,tr|A0A0L8G5U3|A0A0L8G5U3_OCTBM,100.0,75,0,0,360,584,431,505,9.95e-44,"158
"
comp100914_c0_seq1,tr|A0A0L8H398|A0A0L8H398_OCTBM,100.0,566,0,0,48,1745,1,566,0.0,"1118
"
comp177591_c0_seq1,tr|A0A0L8GTN4|A0A0L8GTN4_OCTBM,100.0,191,0,0,265,837,1,191,3.8e-123,"350
"
comp105505_c0_seq1,tr|A0A0L8HZ73|A0A0L8HZ73_OCTBM,100.0,458,0,0,1305,2678,1,458,0.0,"952
"
comp159675_c0_seq1,tr|A0A0L8GQE6|A0A0L8GQE6_OCTBM,100.0,186,0,0,55,612,275,460,4.12e-119,"351
"
comp1160356_c0_seq1,tr|A0A0L8G764|A0A0L8G764_OCTBM,100.0,195,0,0,10,594,1,195,8.6e-131,"365
"
comp102873_c0_seq1,tr|A0A0L8HS84|A0A0L8HS84_OCTBM,100.0,376,0,0,87,1214,1,376,0.0,"756
"
comp160178_c0_seq1,tr|A0A0L8GNB9|A0A0L8GNB9_OCTBM,100.0,95,0,0,322,38,19,113,9.88e-48,"166
"
comp160178_c0_seq1,tr|A0A0L8FJH3|A0A0L8FJH3_OCTBM,100.0,68,0,0,3532,3735,1,68,8.14e-33,"138
"
comp125613_c0_seq1,tr|A0A0L8HPP9|A0A0L8HPP9_OCTBM,98.516,539,0,1,354,1970,26,556,0.0,"1025
"
comp104783_c0_seq1,tr|A0A0L8HQL4|A0A0L8HQL4_OCTBM,100.0,186,0,0,530,1087,1,186,1.45e-112,"336
"
comp161203_c0_seq5,tr|A0A0L8G511|A0A0L8G511_OCTBM,100.0,445,0,0,2187,853,1,445,0.0,"927
"
comp161203_c0_seq5,tr|A0A0L8G4G5|A0A0L8G4G5_OCTBM,100.0,180,0,0,3466,4005,15,194,9.68e-123,"380
"
comp164379_c2_seq1,tr|A0A0L8I0X3|A0A0L8I0X3_OCTBM,97.368,114,3,0,1513,1854,1,114,2.36e-75,"238
"
comp164379_c2_seq1,tr|A0A0L8HMR5|A0A0L8HMR5_OCTBM,100.0,52,0,0,766,611,1,52,1.78e-27,"104
"
comp71632_c0_seq1,tr|A0A0L8HEA4|A0A0L8HEA4_OCTBM,99.091,110,1,0,273,602,1,110,1.08e-70,"237
"
comp149472_c0_seq2,tr|A0A0L8GD08|A0A0L8GD08_OCTBM,100.0,305,0,0,453,1367,82,386,0.0,"646
"
comp102786_c0_seq1,tr|A0A0L8FH00|A0A0L8FH00_OCTBM,100.0,229,0,0,46,732,1,229,7.78e-170,"474
"
comp163240_c0_seq4,tr|A0A0L8G868|A0A0L8G868_OCTBM,100.0,446,0,0,755,2092,1,446,0.0,"913
"
comp67399_c0_seq2,tr|A0A0L8FH39|A0A0L8FH39_OCTBM,100.0,571,0,0,835,2547,9,579,0.0,"1159
"
comp127075_c0_seq1,tr|A0A0L8GGV7|A0A0L8GGV7_OCTBM,96.923,65,2,0,2,196,785,849,3.63e-37,"130
"
comp191227_c0_seq1,tr|A0A0L8I950|A0A0L8I950_OCTBM,100.0,295,0,0,314,1198,21,315,0.0,"581
"
comp103291_c0_seq1,tr|A0A0L8GNH3|A0A0L8GNH3_OCTBM,100.0,332,0,0,352,1347,1,332,0.0,"689
"
comp103291_c0_seq1,tr|A0A0L8GNH3|A0A0L8GNH3_OCTBM,100.0,59,0,0,1529,1705,332,390,1.09e-30,"124
"
comp157355_c0_seq1,tr|A0A0L8FG89|A0A0L8FG89_OCTBM,100.0,563,0,0,2441,4129,338,900,0.0,"1152
"
comp157355_c0_seq1,tr|A0A0L8FGX8|A0A0L8FGX8_OCTBM,100.0,256,0,0,146,913,1,256,2.26e-119,"377
"
comp136521_c0_seq1,tr|A0A0L8I8E4|A0A0L8I8E4_OCTBM,100.0,957,0,0,607,3477,1,957,0.0,"1990
"
comp170728_c0_seq1,tr|A0A0L8I4N7|A0A0L8I4N7_OCTBM,100.0,311,0,0,165,1097,1,311,0.0,"568
"
comp79810_c0_seq1,tr|A0A0L8FKM4|A0A0L8FKM4_OCTBM,100.0,790,0,0,2427,4796,723,1512,0.0,"1576
"
comp79810_c0_seq1,tr|A0A0L8FKM4|A0A0L8FKM4_OCTBM,100.0,723,0,0,87,2255,1,723,0.0,"1352
"
comp150640_c0_seq1,tr|A0A0L8HQL6|A0A0L8HQL6_OCTBM,100.0,1057,0,0,943,4113,1,1057,0.0,"2131
"
comp150640_c0_seq1,tr|A0A0L8H6L8|A0A0L8H6L8_OCTBM,96.936,359,9,1,4477,5547,472,830,1.43e-123,"411
"
comp103961_c1_seq1,tr|A0A0L8H5N9|A0A0L8H5N9_OCTBM,100.0,206,0,0,1835,2452,30,235,7.22e-149,"439
"
comp147881_c0_seq2,tr|A0A0L8GDE8|A0A0L8GDE8_OCTBM,100.0,1085,0,0,433,3687,1,1085,0.0,"1886
"
comp143960_c0_seq7,tr|A0A0L8G7X3|A0A0L8G7X3_OCTBM,100.0,270,0,0,289,1098,1,270,0.0,"532
"
comp143960_c0_seq7,tr|A0A0L8GJE1|A0A0L8GJE1_OCTBM,100.0,105,0,0,1174,1488,1,105,2.22e-50,"171
"
comp143960_c0_seq7,tr|A0A0L8FKP0|A0A0L8FKP0_OCTBM,98.214,56,1,0,115,282,1,56,1.94e-31,"116
"
comp134095_c0_seq1,tr|A0A0L8FPX9|A0A0L8FPX9_OCTBM,100.0,490,0,0,983,2452,1,490,0.0,"888
"
comp171560_c0_seq1,tr|A0A0L8G7T8|A0A0L8G7T8_OCTBM,99.696,329,1,0,320,1306,1,329,0.0,"689
"
comp190687_c0_seq1,tr|A0A0L8GMI3|A0A0L8GMI3_OCTBM,100.0,546,0,0,91,1728,1,546,0.0,"1071
"
comp150916_c0_seq7,tr|A0A0L8GMS6|A0A0L8GMS6_OCTBM,100.0,767,0,0,367,2667,1,767,0.0,"1348
"
comp150185_c0_seq1,tr|A0A0L8GPW6|A0A0L8GPW6_OCTBM,99.905,1057,1,0,23,3193,252,1308,0.0,"2212
"
comp105975_c0_seq2,tr|A0A0L8H1W2|A0A0L8H1W2_OCTBM,100.0,288,0,0,421,1284,1,288,0.0,"515
"
comp162470_c0_seq2,tr|A0A0L8GTM9|A0A0L8GTM9_OCTBM,100.0,651,0,0,122,2074,1,651,0.0,"1342
"
comp258991_c0_seq1,tr|A0A0L8I7H8|A0A0L8I7H8_OCTBM,100.0,701,0,0,111,2213,1,701,0.0,"1342
"
comp47511_c0_seq1,tr|A0A0L8GII7|A0A0L8GII7_OCTBM,100.0,391,0,0,139,1311,1,391,0.0,"816
"
comp154477_c0_seq1,tr|A0A0L8I7T5|A0A0L8I7T5_OCTBM,100.0,95,0,0,512,796,396,490,9.89e-54,"201
"
comp154477_c0_seq1,tr|A0A0L8I7T5|A0A0L8I7T5_OCTBM,100.0,96,0,0,2,289,300,395,2.69e-52,"197
"
comp145202_c0_seq1,tr|A0A0L8GKG9|A0A0L8GKG9_OCTBM,100.0,96,0,0,506,793,1,96,2.82e-62,"197
"
comp142740_c1_seq2,tr|A0A0L8IB35|A0A0L8IB35_OCTBM,100.0,62,0,0,871,1056,36,97,1.31e-38,"137
"
comp142740_c1_seq2,tr|A0A0L8IB35|A0A0L8IB35_OCTBM,97.222,36,1,0,528,635,1,36,5.28e-17,"76.3
"
comp137197_c0_seq1,tr|A0A0L8FVX8|A0A0L8FVX8_OCTBM,100.0,405,0,0,730,1944,1,405,0.0,"846
"
comp107013_c0_seq2,tr|A0A0L8FZI1|A0A0L8FZI1_OCTBM,100.0,254,0,0,765,1526,43,296,0.0,"529
"
comp107013_c0_seq2,tr|A0A0L8FZI1|A0A0L8FZI1_OCTBM,100.0,42,0,0,416,541,1,42,5.45e-19,"87.8
"
comp163746_c0_seq1,tr|A0A0L8I5Y4|A0A0L8I5Y4_OCTBM,99.542,1964,5,1,975,6854,1,1964,0.0,"3752
"
comp163746_c0_seq1,tr|A0A0L8I5K7|A0A0L8I5K7_OCTBM,100.0,236,0,0,225,932,1,236,5.01e-156,"481
"
comp101135_c0_seq1,tr|A0A0L8ID35|A0A0L8ID35_OCTBM,100.0,348,0,0,1162,2205,1,348,0.0,"725
"
comp166242_c0_seq1,tr|A0A0L8G9B3|A0A0L8G9B3_OCTBM,100.0,527,0,0,440,2020,1,527,0.0,"1087
"
comp165438_c0_seq26,tr|A0A0L8FHC7|A0A0L8FHC7_OCTBM,100.0,185,0,0,1729,1175,1,185,1.32e-104,"329
"
comp56142_c0_seq1,tr|A0A0L8HNA2|A0A0L8HNA2_OCTBM,100.0,111,0,0,657,989,1,111,1.87e-74,"229
"
comp3300992_c0_seq1,tr|A0A0L8G9F0|A0A0L8G9F0_OCTBM,100.0,36,0,0,188,295,1,36,6.19e-19,"79.3
"
comp58303_c0_seq1,tr|A0A0L8GB41|A0A0L8GB41_OCTBM,100.0,110,0,0,1,330,542,651,5.85e-75,"234
"
comp107908_c0_seq1,tr|A0A0L8H473|A0A0L8H473_OCTBM,100.0,390,0,0,1597,2766,1,390,0.0,"830
"
comp107908_c0_seq1,tr|A0A0L8H5F1|A0A0L8H5F1_OCTBM,99.545,220,1,0,898,1557,123,342,5.56e-155,"475
"
comp141904_c0_seq1,tr|A0A0L8GB01|A0A0L8GB01_OCTBM,100.0,285,0,0,1,855,391,675,0.0,"581
"
comp151260_c0_seq3,tr|A0A0L8G720|A0A0L8G720_OCTBM,99.878,817,1,0,592,3042,1,817,0.0,"1476
"
comp156435_c0_seq1,tr|A0A0L8GQV0|A0A0L8GQV0_OCTBM,100.0,170,0,0,95,604,1,170,3.31e-112,"323
"
comp106800_c0_seq1,tr|A0A0L8HKW8|A0A0L8HKW8_OCTBM,99.783,461,1,0,99,1481,1,461,0.0,"918
"
comp166276_c3_seq2,tr|A0A0L8FIV8|A0A0L8FIV8_OCTBM,99.333,150,1,0,248,697,1,150,1.08e-101,"318
"
comp139713_c0_seq1,tr|A0A0L8H8S0|A0A0L8H8S0_OCTBM,100.0,344,0,0,413,1444,1,344,0.0,"700
"
comp100757_c0_seq1,tr|A0A0L8GQS1|A0A0L8GQS1_OCTBM,100.0,49,0,0,821,967,14,62,2.38e-27,"104
"
comp160260_c1_seq2,tr|A0A0L8FIB5|A0A0L8FIB5_OCTBM,100.0,328,0,0,220,1203,1,328,0.0,"634
"
comp2160731_c0_seq1,tr|A0A0L8GTL8|A0A0L8GTL8_OCTBM,100.0,149,0,0,2,448,507,655,8.99e-91,"276
"
comp157257_c1_seq1,tr|A0A0L8HTT4|A0A0L8HTT4_OCTBM,100.0,110,0,0,2888,3217,1,110,3.92e-49,"189
"
comp151849_c0_seq2,tr|A0A0L8HEL8|A0A0L8HEL8_OCTBM,100.0,401,0,0,1008,2210,1,401,0.0,"806
"
comp144712_c0_seq2,tr|A0A0L8FH74|A0A0L8FH74_OCTBM,100.0,1348,0,0,571,4614,1,1348,0.0,"2679
"
comp135168_c0_seq1,tr|A0A0L8GNX3|A0A0L8GNX3_OCTBM,97.708,349,8,0,527,1573,1,349,0.0,"707
"
comp158073_c0_seq5,tr|A0A0L8FSJ2|A0A0L8FSJ2_OCTBM,100.0,392,0,0,2828,1653,1021,1412,0.0,"723
"
comp158073_c0_seq5,tr|A0A0L8I6R1|A0A0L8I6R1_OCTBM,99.19,247,2,0,3,743,120,366,1.54e-171,"505
"
comp158073_c0_seq5,tr|A0A0L8I5F7|A0A0L8I5F7_OCTBM,100.0,237,0,0,792,1502,1,237,4.83e-168,"491
"
comp142065_c0_seq2,tr|A0A0L8H9W4|A0A0L8H9W4_OCTBM,100.0,472,0,0,115,1530,1,472,0.0,"956
"
comp163238_c4_seq1,tr|A0A0L8FZ33|A0A0L8FZ33_OCTBM,99.844,643,1,0,3719,1791,1,643,0.0,"1142
"
comp163238_c4_seq1,tr|A0A0L8GXX8|A0A0L8GXX8_OCTBM,100.0,147,0,0,540,980,1,147,6.45e-83,"272
"
comp163238_c4_seq1,tr|A0A0L8GXX8|A0A0L8GXX8_OCTBM,100.0,97,0,0,1194,1484,146,242,1.08e-60,"208
"
comp163238_c4_seq1,tr|A0A0L8FSQ6|A0A0L8FSQ6_OCTBM,95.522,134,6,0,5621,5220,136,269,5.42e-79,"266
"
comp163238_c4_seq1,tr|A0A0L8IGS5|A0A0L8IGS5_OCTBM,100.0,112,0,0,4151,3816,38,149,7.84e-65,"217
"
comp164145_c0_seq2,tr|A0A0L8GX68|A0A0L8GX68_OCTBM,99.038,520,5,0,2044,3603,6,525,0.0,"1017
"
comp164145_c0_seq2,tr|A0A0L8GWG6|A0A0L8GWG6_OCTBM,100.0,86,0,0,1141,1398,4,89,2.88e-56,"189
"
comp164145_c0_seq2,tr|A0A0L8GW29|A0A0L8GW29_OCTBM,98.113,53,1,0,982,1140,2,54,7.47e-28,"106
"
comp58085_c0_seq1,tr|A0A0L8GBS2|A0A0L8GBS2_OCTBM,100.0,1060,0,0,56,3235,1,1060,0.0,"2165
"
comp156916_c0_seq1,tr|A0A0L8GC29|A0A0L8GC29_OCTBM,100.0,66,0,0,2326,2129,1,66,9.42e-39,"137
"
comp71963_c0_seq1,tr|A0A0L8GNV5|A0A0L8GNV5_OCTBM,100.0,846,0,0,918,3455,1,846,0.0,"1736
"
comp106252_c0_seq1,tr|A0A0L8FJX6|A0A0L8FJX6_OCTBM,100.0,357,0,0,104,1174,8,364,3.7e-174,"496
"
comp138594_c0_seq2,tr|A0A0L8HWX3|A0A0L8HWX3_OCTBM,100.0,230,0,0,132,821,1,230,5.34e-100,"298
"
comp113370_c0_seq2,tr|A0A0L8I851|A0A0L8I851_OCTBM,98.5,200,3,0,1,600,246,445,1.11e-124,"374
"
comp349632_c0_seq1,tr|A0A0L8GJE6|A0A0L8GJE6_OCTBM,100.0,367,0,0,18,1118,104,470,0.0,"672
"
comp139332_c0_seq1,tr|A0A0L8HB74|A0A0L8HB74_OCTBM,100.0,156,0,0,134,601,1,156,3.07e-109,"320
"
comp139332_c0_seq1,tr|A0A0L8HC14|A0A0L8HC14_OCTBM,100.0,123,0,0,794,1162,11,133,1.53e-85,"259
"
comp43432_c0_seq1,tr|A0A0L8GIA8|A0A0L8GIA8_OCTBM,100.0,1139,0,0,455,3871,1,1139,0.0,"2159
"
comp148747_c0_seq1,tr|A0A0L8H1K1|A0A0L8H1K1_OCTBM,100.0,52,0,0,147,302,1,52,2.65e-30,"106
"
comp3758243_c0_seq1,tr|A0A0L8IC25|A0A0L8IC25_OCTBM,100.0,123,0,0,2,370,521,643,1.96e-83,"258
"
comp101683_c0_seq1,tr|A0A0L8GJS5|A0A0L8GJS5_OCTBM,100.0,292,0,0,552,1427,80,371,0.0,"571
"
comp54357_c0_seq1,tr|A0A0L8GU83|A0A0L8GU83_OCTBM,100.0,259,0,0,156,932,1,259,0.0,"544
"
comp87573_c0_seq1,tr|A0A0L8G9W2|A0A0L8G9W2_OCTBM,100.0,352,0,0,111,1166,1,352,0.0,"691
"
comp171075_c0_seq1,tr|A0A0L8GU61|A0A0L8GU61_OCTBM,100.0,131,0,0,419,811,3,133,4.72e-94,"276
"
comp177254_c0_seq1,tr|A0A0L8HXG5|A0A0L8HXG5_OCTBM,100.0,333,0,0,598,1596,1,333,0.0,"694
"
comp177254_c0_seq1,tr|A0A0L8HYJ3|A0A0L8HYJ3_OCTBM,100.0,49,0,0,340,486,4,52,2.36e-26,"102
"
comp164867_c0_seq9,tr|A0A0L8I580|A0A0L8I580_OCTBM,100.0,225,0,0,1606,2280,1,225,5.97e-158,"469
"
comp174924_c0_seq1,tr|A0A0L8HAC9|A0A0L8HAC9_OCTBM,100.0,73,0,0,736,954,1,73,5.52e-35,"121
"
comp240769_c0_seq1,tr|A0A0L8IC59|A0A0L8IC59_OCTBM,100.0,882,0,0,322,2967,1,882,0.0,"1787
"
comp18288_c0_seq2,tr|A0A0L8I8Q3|A0A0L8I8Q3_OCTBM,100.0,153,0,0,82,540,1,153,1.16e-108,"329
"
comp81171_c0_seq1,tr|A0A0L8FQF8|A0A0L8FQF8_OCTBM,100.0,618,0,0,960,2813,15,632,0.0,"1288
"
comp163135_c1_seq1,tr|A0A0L8G4Y7|A0A0L8G4Y7_OCTBM,100.0,429,0,0,808,2094,1,429,0.0,"754
"
comp163135_c1_seq1,tr|A0A0L8G508|A0A0L8G508_OCTBM,100.0,69,0,0,3892,4098,6,74,5.18e-39,"139
"
comp82216_c0_seq1,tr|A0A0L8G0W6|A0A0L8G0W6_OCTBM,99.783,461,0,1,617,1996,1,461,0.0,"852
"
comp124858_c0_seq2,tr|A0A0L8IDJ6|A0A0L8IDJ6_OCTBM,100.0,440,0,0,464,1783,1,440,0.0,"815
"
comp101400_c0_seq1,tr|A0A0L8GUL6|A0A0L8GUL6_OCTBM,98.836,1031,11,1,726,3818,2,1031,0.0,"1947
"
comp101400_c0_seq1,tr|A0A0L8GUC8|A0A0L8GUC8_OCTBM,100.0,55,0,0,311,475,1,55,2.02e-31,"116
"
comp154773_c0_seq2,tr|A0A0L8FZZ7|A0A0L8FZZ7_OCTBM,100.0,189,0,0,544,1110,1,189,1.33e-138,"394
"
comp77896_c0_seq2,tr|A0A0L8HQS8|A0A0L8HQS8_OCTBM,100.0,375,0,0,357,1481,1,375,0.0,"712
"
comp162759_c0_seq4,tr|A0A0L8FYN3|A0A0L8FYN3_OCTBM,100.0,51,0,0,858,706,1,51,1.88e-27,"105
"
comp156137_c0_seq1,tr|A0A0L8FLW0|A0A0L8FLW0_OCTBM,100.0,172,0,0,319,834,1,172,2.58e-127,"367
"
comp166358_c0_seq1,tr|A0A0L8FK03|A0A0L8FK03_OCTBM,99.814,1075,2,0,3447,6671,1,1075,0.0,"2195
"
comp166358_c0_seq1,tr|A0A0L8FJC0|A0A0L8FJC0_OCTBM,99.164,359,3,0,2382,3458,21,379,0.0,"747
"
comp166358_c0_seq1,tr|A0A0L8FK54|A0A0L8FK54_OCTBM,100.0,238,0,0,24,737,230,467,6.95e-163,"509
"
comp147800_c0_seq1,tr|A0A0L8GC12|A0A0L8GC12_OCTBM,100.0,662,0,0,307,2292,1,662,0.0,"1383
"
comp93318_c0_seq1,tr|A0A0L8GV84|A0A0L8GV84_OCTBM,100.0,422,0,0,267,1532,1,422,0.0,"594
"
comp163530_c0_seq1,tr|A0A0L8HJZ8|A0A0L8HJZ8_OCTBM,100.0,329,0,0,162,1148,1,329,0.0,"586
"
comp85512_c0_seq1,tr|A0A0L8H8Y8|A0A0L8H8Y8_OCTBM,100.0,344,0,0,204,1235,1,344,0.0,"719
"
comp103893_c0_seq1,tr|A0A0L8FJR0|A0A0L8FJR0_OCTBM,100.0,85,0,0,1422,1676,551,635,7.69e-46,"171
"
comp103893_c0_seq1,tr|A0A0L8FJR0|A0A0L8FJR0_OCTBM,100.0,55,0,0,42,206,481,535,2.86e-17,"85.1
"
comp106885_c0_seq2,tr|A0A0L8IAR0|A0A0L8IAR0_OCTBM,100.0,615,0,0,495,2339,1,615,0.0,"1208
"
comp102766_c0_seq2,tr|A0A0L8GVV8|A0A0L8GVV8_OCTBM,100.0,206,0,0,149,766,1,206,1.27e-139,"412
"
comp167809_c0_seq1,tr|A0A0L8GMQ0|A0A0L8GMQ0_OCTBM,100.0,105,0,0,258,572,1,105,1.46e-52,"172
"
comp147483_c0_seq2,tr|A0A0L8IAQ5|A0A0L8IAQ5_OCTBM,100.0,397,0,0,309,1499,1,397,0.0,"625
"
comp161138_c0_seq4,tr|A0A0L8FL00|A0A0L8FL00_OCTBM,100.0,372,0,0,575,1690,1,372,0.0,"766
"
comp161828_c0_seq3,tr|A0A0L8HZ46|A0A0L8HZ46_OCTBM,100.0,247,0,0,1689,2429,1,247,6.49e-165,"480
"
comp166943_c0_seq1,tr|A0A0L8HP78|A0A0L8HP78_OCTBM,100.0,103,0,0,344,652,26,128,5.17e-67,"207
"
comp143521_c0_seq1,tr|A0A0L8GD18|A0A0L8GD18_OCTBM,98.898,363,4,0,1127,2215,205,567,0.0,"708
"
comp143521_c0_seq1,tr|A0A0L8GD18|A0A0L8GD18_OCTBM,100.0,208,0,0,182,805,1,208,4.21e-129,"402
"
